Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Tgfb1,"TGFbeta1; Tgfb; Tgfb-1","transforming growth factor, beta 1","Transforming growth factor beta-1 proprotein: Precursor of the Latency-associated peptide (LAP) and Transforming growth factor beta-1 (TGF-beta-1) chains, which constitute the regulatory and active subunit of TGF-beta-1, respectively.","altered intercellular communication","Mus musculus","Chronic treatment with the mitochondrial peptide humanin prevents age-related myocardial fibrosis in mice",10.1126/science.1102907,mmu04218,"Cellular senescence",21803
Timp2,Csc-21k,"TIMP Metallopeptidase Inhibitor 2","Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor. Known to act on MMP-1, MMP-2, MMP-3, MMP-7, MMP-8, MMP-9, MMP-10, MMP-13, MMP-14, MMP-15, MMP-16 and MMP-19.","senescence-associated secretory phenotype","Mus musculus","Protective Effects of Kuding Tea ( Ilex kudingcha C. J. Tseng) Polyphenols on UVB-Induced Skin Aging in SKH1 Hairless Mice",10.3390/molecules24061016,unknown,Unknown,21858
Tirap,Myd88-2,"TIR Domain Containing Adaptor Protein","Adapter involved in TLR2 and TLR4 signaling pathways in the innate immune response. Acts via IRAK2 and TRAF-6, leading to the activation of NF-kappa-B, MAPK1, MAPK3 and JNK, and resulting in cytokine secretion and the inflammatory response. Positively regulates the production of TNF-alpha and interleukin-6.","NF-κB related gene","Mus musculus","Experimental study and biomechanical characterization for the passive small intestine: Identification of regional differences",10.1016/j.jmbbm.2017.05.026,mmu04064,"NF-kappa B signaling pathway",117149
Tlr2,"Ly10; Ly105","toll-like receptor 2","TLR2 signaling is essential for protecting the heart against aging-associated adverse remodeling and contractile dysfunction in mice.",others,"Mus musculus","Toll-like receptor 2 deficiency hyperactivates the FoxO1 transcription factor and induces aging-associated cardiac dysfunction in mice",10.1074/jbc.RA118.001880,mmu04151,"PI3K-Akt signaling pathway",24088
Tlr4,Armd10,"Toll Like Receptor 4","Cooperates with LY96 and CD14 to mediate the innate immune response to bacterial lipopolysaccharide (LPS) . Acts via MYD88, TIRAP and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response . Also involved in LPS-independent inflammatory responses triggered by free fatty acids, such as palmitate, and Ni(2+). Responses triggered by Ni(2+) require non-conserved histidines and are, therefore, species-specific. Both M.tuberculosis HSP70 (dnaK) and HSP65 (groEL-2) act via this protein to stimulate NF-kappa-B expression.","NF-κB related gene","Mus musculus","Toll-like receptor 4 (TLR4) deficient mice are protected from adipose tissue inflammation in aging",10.18632/aging.101288,mmu04064,"NF-kappa B signaling pathway",21898
Tnf,"Tnfsf2; Dif; Tnf-alpha","tumor necrosis factor","A cytokine involved in the immune response, TNF can induce cell death in some tumour cells. It can also induce cellular proliferation and differentiation. TNF may protect neurons by stimulating antioxidant pathways.","altered intercellular communication","Mus musculus","Characterization of Tumor Necrosis Factor-Deficient Mus musculus",10.1126/science.1102908,mmu04150,"mTOR signaling pathway",21926
Tnfaip3,"Zinc finger protein a20","TNF Alpha Induced Protein 3","Ubiquitin-editing enzyme that contains both ubiquitin ligase and deubiquitinase activities. Involved in immune and inflammatory responses signaled by cytokines, such as TNF-alpha and IL-1 beta, or pathogens via Toll-like receptors (TLRs) through terminating NF-kappa-B activity. Essential component of a ubiquitin-editing protein complex, comprising also RNF11, ITCH and TAX1BP1, that ensures the transient nature of inflammatory signaling pathways. In cooperation with TAX1BP1 promotes disassembly of E2-E3 ubiquitin protein ligase complexes in IL-1R and TNFR-1 pathways; affected are at least E3 ligases TRAF6, TRAF2 and BIRC2, and E2 ubiquitin-conjugating enzymes UBE2N and UBE2D3. In cooperation with TAX1BP1 promotes ubiquitination of UBE2N and proteasomal degradation of UBE2N and UBE2D3.","NF-κB related gene","Mus musculus","A20 prevents inflammasome-dependent arthritis by inhibiting macrophage necroptosis through its ZnF7 ubiquitin-binding domain",10.1038/s41556-019-0324-3,mmu04064,"NF-kappa B signaling pathway",21929
Tnfrsf11a,Rank,"TNF Receptor Superfamily Member 11a","Receptor for TNFSF11/RANKL/TRANCE/OPGL; essential for RANKL-mediated osteoclastogenesis. Involved in the regulation of interactions between T-cells and dendritic cells.","NF-κB related gene","Mus musculus","Articular cartilage protection in Ctsk -/- mice is associated with cellular and molecular changes in subchondral bone and cartilage matrix",10.1002/jcp.26745,mmu04064,"NF-kappa B signaling pathway",21934
Tnfrsf13c,Cd268,"TNF Receptor Superfamily Member 13C","B-cell receptor specific for TNFSF13B/TALL1/BAFF/BLyS. Promotes the survival of mature B-cells and the B-cell response.","NF-κB related gene","Mus musculus","mTOR-Dependent and Independent Survival Signaling by PI3K in B Lymphocytes",10.1371/journal.pone.0146955,mmu04064,"NF-kappa B signaling pathway",72049
Tnfrsf1a,Tnf-r-i,"TNF Receptor Superfamily Member 1A","Receptor for TNFSF2/TNF-alpha and homotrimeric TNFSF1/lymphotoxin-alpha. The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Contributes to the induction of non-cytocidal TNF effects including anti-viral state and activation of the acid sphingomyelinase.","senescence-associated secretory phenotype","Mus musculus","RIPK1 maintains epithelial homeostasis by inhibiting apoptosis and necroptosis",10.1038/nature13608,mmu04010,"MAPK signaling pathway",21937
Tnfrsf1b,Tnfbr,"TNF Receptor Superfamily Member 1B","Receptor with high affinity for TNFSF2/TNF-alpha and approximately 5-fold lower affinity for homotrimeric TNFSF1/lymphotoxin-alpha. The TRAF1/TRAF2 complex recruits the apoptotic suppressors BIRC2 and BIRC3 to TNFRSF1B/TNFR2. This receptor mediates most of the metabolic effects of TNF-alpha. Isoform 2 blocks TNF-alpha-induced apoptosis, which suggests that it regulates TNF-alpha function by antagonizing its biological activity.","senescence-associated secretory phenotype","Mus musculus","Chronic disruptions of circadian sleep regulation induce specific proinflammatory responses in the rat colon",10.1080/07420528.2017.1361436,mmu04060,"Cytokine-cytokine receptor interaction",21938
Tnfsf11,Rankl,"TNF Superfamily Member 11","Cytokine that binds to TNFRSF11B/OPG and to TNFRSF11A/RANK. Osteoclast differentiation and activation factor. Augments the ability of dendritic cells to stimulate naive T-cell proliferation. May be an important regulator of interactions between T-cells and dendritic cells and may play a role in the regulation of the T-cell-dependent immune response. May also play an important role in enhanced bone-resorption in humoral hypercalcemia of malignancy. Induces osteoclastogenesis by activating multiple signaling pathways in osteoclast precursor cells, chief among which is induction of long lasting oscillations in the intracellular concentration of Ca (2+) resulting in the activation of NFATC1, which translocates to the nucleus and induces osteoclast-specific gene transcription to allow differentiation of osteoclasts. During osteoclast differentiation, in a TMEM64 and ATP2A2-dependent manner induces activation of CREB1 and mitochondrial ROS generation necessary for proper osteoclast generation.","NF-κB related gene","Mus musculus","Erythropoietin does not improve fracture healing in aged mice",10.1016/j.exger.2019.04.005,mmu04064,"NF-kappa B signaling pathway",21943
Tnfsf13b,Baff,"TNF Superfamily Member 13","Cytokine that binds to TNFRSF13B/TACI and TNFRSF17/BCMA. TNFSF13/APRIL binds to the same 2 receptors. Together, they form a 2 ligands -2 receptors pathway involved in the stimulation of B- and T-cell function and the regulation of humoral immunity. A third B-cell specific BAFF-receptor (BAFFR/BR3) promotes the survival of mature B-cells and the B-cell response.","NF-κB related gene","Mus musculus","Molecular structure, distribution, and immunology function of TNFSF13B (BAFF) in Nile tilapia (Oreochromis niloticus)",10.1016/j.fsi.2016.02.026,mmu04064,"NF-kappa B signaling pathway",24099
Tnfsf14,Hvem-l,"TNF Superfamily Member 14","Cytokine that binds to TNFRSF3/LTBR. Binding to the decoy receptor TNFRSF6B modulates its effects. Acts as a ligand for TNFRSF14/HVEM . Upon binding to TNFRSF14/HVEM, delivers costimulatory signals to T cells, leading to T cell proliferation and IFNG production.","NF-κB related gene","Mus musculus","Myocyte-derived Tnfsf14 is a survival factor necessary for myoblast differentiation and skeletal muscle regeneration",10.1038/cddis.2015.375,mmu04064,"NF-kappa B signaling pathway",50930
Top1,"Scl-70 Antigen","topoisomerase (DNA) I","This gene encodes a DNA topoisomerase, an enzyme that controls and alters the topologic states of DNA during transcription. This enzyme catalyzes the transient breaking and rejoining of a single strand of DNA which allows the strands to pass through one another, thus altering the topology of DNA.",others,"Mus musculus","DNA Topoisomerase I in the Mus musculus Central Nervous System: Age and Sex Dependence",10.1126/science.1102909,unknown,Unknown,21969
Top2a,"DNA Topoisomerase 2-Alpha","topoisomerase (DNA) II alpha","Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks. Essential during mitosis and meiosis for proper segregation of daughter chromosomes. May play a role in regulating the period length of ARNTL/BMAL1 transcriptional oscillation.","cellular senescence","Mus musculus","Characterization of cDNA encoding the mouse DNA topoisomerase II that can complement the budding yeast top2 mutation",10.1126/science.1102910,unknown,Unknown,21973
Top2b,"D230016L12Rik; Top-2","topoisomerase (DNA) II beta","Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks.",others,"Mus musculus","Topoisomerase IIβ and its role in different biological contexts",10.1126/science.1102911,unknown,Unknown,21974
Top3b,"Topoisomerase (DNA) III Beta","topoisomerase (DNA) III beta","This gene encodes a DNA topoisomerase, an enzyme that controls and alters the topologic states of DNA during transcription. This enzyme catalyzes the transient breaking and rejoining of a single strand of DNA which allows the strands to pass through one another, thus relaxing the supercoils and altering the topology of DNA. The enzyme interacts with DNA helicase SGS1 and plays a role in DNA recombination.","altered intercellular communication","Mus musculus","Development of Autoimmunity in Mice Lacking DNA Topoisomerase 3beta",10.1126/science.1102912,unknown,Unknown,21976
